iteration,from,to,latency_ms,status
1,cam1,cam2,287.8,ok
2,cam2,cam3,289.4,ok
3,cam3,cam4,292.2,ok
4,cam4,cam1,293.1,ok
5,cam1,cam2,293.0,ok
6,cam2,cam3,296.6,ok
7,cam3,cam4,290.9,ok
8,cam4,cam1,290.8,ok
9,cam1,cam2,291.4,ok
10,cam2,cam3,293.6,ok
11,cam3,cam4,289.2,ok
12,cam4,cam1,290.6,ok
13,cam1,cam2,294.0,ok
14,cam2,cam3,292.4,ok
15,cam3,cam4,295.0,ok
16,cam4,cam1,293.4,ok
17,cam1,cam2,297.1,ok
18,cam2,cam3,285.7,ok
19,cam3,cam4,293.5,ok
20,cam4,cam1,292.1,ok
21,cam1,cam2,293.1,ok
22,cam2,cam3,293.4,ok
23,cam3,cam4,292.7,ok
24,cam4,cam1,293.0,ok
25,cam1,cam2,291.1,ok
26,cam2,cam3,288.7,ok
27,cam3,cam4,293.9,ok
28,cam4,cam1,290.6,ok
29,cam1,cam2,295.4,ok
30,cam2,cam3,294.4,ok
31,cam3,cam4,294.0,ok
32,cam4,cam1,290.7,ok
33,cam1,cam2,291.6,ok
34,cam2,cam3,294.1,ok
35,cam3,cam4,294.1,ok
36,cam4,cam1,290.7,ok
37,cam1,cam2,295.6,ok
38,cam2,cam3,290.2,ok
39,cam3,cam4,295.5,ok
40,cam4,cam1,294.1,ok
41,cam1,cam2,294.8,ok
42,cam2,cam3,291.1,ok
43,cam3,cam4,291.1,ok
44,cam4,cam1,290.0,ok
45,cam1,cam2,289.3,ok
46,cam2,cam3,294.8,ok
47,cam3,cam4,294.0,ok
48,cam4,cam1,290.8,ok
49,cam1,cam2,291.2,ok
50,cam2,cam3,296.1,ok
51,cam3,cam4,291.6,ok
52,cam4,cam1,287.4,ok
53,cam1,cam2,293.6,ok
54,cam2,cam3,297.1,ok
55,cam3,cam4,289.7,ok
56,cam4,cam1,293.0,ok
57,cam1,cam2,292.4,ok
58,cam2,cam3,293.7,ok
59,cam3,cam4,292.4,ok
60,cam4,cam1,293.3,ok
61,cam1,cam2,294.2,ok
62,cam2,cam3,293.0,ok
63,cam3,cam4,293.7,ok
64,cam4,cam1,289.3,ok
65,cam1,cam2,294.6,ok
66,cam2,cam3,294.8,ok
67,cam3,cam4,292.2,ok
68,cam4,cam1,292.0,ok
69,cam1,cam2,290.9,ok
70,cam2,cam3,296.5,ok
71,cam3,cam4,293.1,ok
72,cam4,cam1,294.6,ok
73,cam1,cam2,293.0,ok
74,cam2,cam3,293.9,ok
75,cam3,cam4,294.3,ok
76,cam4,cam1,292.5,ok
77,cam1,cam2,292.4,ok
78,cam2,cam3,297.2,ok
79,cam3,cam4,291.1,ok
80,cam4,cam1,294.7,ok
81,cam1,cam2,289.4,ok
82,cam2,cam3,292.0,ok
83,cam3,cam4,291.8,ok
84,cam4,cam1,294.4,ok
85,cam1,cam2,295.3,ok
86,cam2,cam3,290.4,ok
87,cam3,cam4,292.9,ok
88,cam4,cam1,292.2,ok
89,cam1,cam2,294.5,ok
90,cam2,cam3,294.1,ok
91,cam3,cam4,295.4,ok
92,cam4,cam1,292.2,ok
93,cam1,cam2,292.0,ok
94,cam2,cam3,293.7,ok
95,cam3,cam4,293.0,ok
96,cam4,cam1,291.7,ok
97,cam1,cam2,296.0,ok
98,cam2,cam3,292.3,ok
99,cam3,cam4,293.9,ok
100,cam4,cam1,295.4,ok
